category,status,title,slug,url,tags,description
puzzle,listed,Ball Sort Puzzle,ball-sort,https://games.eastsea.xyz/ball-sort/,"puzzle, brain, logic",
puzzle,listed,Block Line Clear,block-line-clear,https://games.eastsea.xyz/block-line-clear/,"puzzle, brain, logic",
puzzle,listed,Bloom Cascade — 개화 연쇄 퍼즐,bloom-cascade,https://games.eastsea.xyz/bloom-cascade/,"puzzle, strategy, cascade, watercolor","5x5 꽃봉오리 격자에서 에너지를 충전해 개화시키면, 같은 색 인접 꽃에 에너지가 전파되어 연쇄 개화를 일으키는 전략 퍼즐. 제한된 탭 횟수 안에 모든 꽃을 피우는 고유 Bloom Cascade 메카닉. 수채화 파스텔 팔레트."
puzzle,listed,Braille Beacon Operator — 브라유 비컨 오퍼레이터,braille-beacon-operator,https://games.eastsea.xyz/braille-beacon-operator/,"education, learning, quiz",6-dot 점자 비콘 패턴을 보고 4지선다 문자 입력으로 해독하는 60초 학습형 반응 아케이드. 콤보 점수·시간 페널티·최고기록 저장 지원.
puzzle,listed,Brain Teaser,brain-teaser,https://games.eastsea.xyz/brain-teaser/,"puzzle, brain, logic",
puzzle,listed,Chain Reaction — 연쇄 폭발 퍼즐,chain-reaction,https://games.eastsea.xyz/chain-reaction/,"puzzle, brain, logic",Chain Reaction — 연쇄 폭발 퍼즐 — 브라우저에서 바로 플레이!
puzzle,listed,Chrono Coral Loom — 크로노 코랄 룸,chrono-coral-loom,https://games.eastsea.xyz/chrono-coral-loom/,"puzzle, brain, logic","5x5 산호 직조 보드에서 선택 셀의 행·열 위상을 반전해 목표 패턴을 맞추는 논리 퍼즐. 터치/키보드 조작, Web Audio 피드백, 최고 스테이지 저장 지원."
puzzle,listed,Cipher Garden Weaver — 사이퍼 가든 위버,cipher-garden-weaver,https://games.eastsea.xyz/cipher-garden-weaver/,"puzzle, brain, logic","5x5 코드 정원에서 선택 칸+인접 칸을 반전해 목표 패턴을 맞추는 논리 퍼즐. 터치/키보드 조작, 라운드 진행, 최고 스테이지 localStorage 저장 지원."
puzzle,listed,Cipher Lock — 암호 해독 타임어택,cipher-lock,https://games.eastsea.xyz/cipher-lock/,"puzzle, brain, logic",정확 자리·유사 자리 피드백을 해석해 제한 시간 안에 비밀 코드를 찾는 10레벨 암호 퍼즐.
puzzle,listed,Color Merge,color-merge,https://games.eastsea.xyz/color-merge/,"puzzle, brain, logic",
puzzle,listed,Constellation Knot Forge — 컨스텔레이션 노트 포지,constellation-knot-forge,https://games.eastsea.xyz/constellation-knot-forge/,"puzzle, brain, logic","5x5 성좌 보드에서 행·열 매듭을 반전해 목표 별자리 패턴을 복원하는 라운드 퍼즐. 터치/키보드, Web Audio, 최고 라운드 저장 지원."
puzzle,listed,Conveyor Sort Factory,conveyor-sort,https://games.eastsea.xyz/conveyor-sort/,"puzzle, brain, logic",
puzzle,listed,Dewdrop Maze — 이슬방울 미로,dewdrop-maze,https://games.eastsea.xyz/dewdrop-maze/,"puzzle, routing, watercolor, pastel, strategy, grid",나뤷잎 가이드를 격자에 배치해 떨어지는 색 이슬방울을 matching 꽃에 흘려보내는 수체화 라우팅 퍼즐. 나뤷잎 배치 한도 내에서 최적 경로 설계. 파스텔 수체화 팔레트.
puzzle,listed,Drift Pilot — 드리프트 파일럿,drift-pilot,https://games.eastsea.xyz/drift-pilot/,"puzzle, space, physics, gravity, slingshot",연료 소모와 중력장 슬링샷으로 우주선을 조종해 보석을 수집하고 출구에 도달하는 물리 퍼즐. 5레벨. 모바일 드래그 조작 지원.
puzzle,listed,Echo Chamber — 음파 반사 퍼즐,echo-chamber,https://games.eastsea.xyz/echo-chamber/,"puzzle, brain, logic",발사한 음파를 벽/반사판에 반사시켜 타겟에 도달시키는 10레벨 각도 퍼즐. 드래그·키보드 조준 및 Web Audio 피드백 지원.
puzzle,listed,Echo Grid — 에코 그리드 퍼즐,echo-grid,https://games.eastsea.xyz/echo-grid/,"puzzle, strategy, grid, logic, pastel",셀을 탭하면 자신과 인접 4칸 값이 +1 순환 증가하는 Echo Pulse 메카닉. 제한된 탭 횟수 안에 모든 칸을 목표 값으로 맞추는 고유 전략 퍼즐. 파스텔 팔레트 4단계 색상.
puzzle,listed,Echo Mosaic Forge — 에코 모자이크 포지,echo-mosaic-forge,https://games.eastsea.xyz/echo-mosaic-forge/,"puzzle, brain, logic","재생된 톤·색 시퀀스를 기억해 4패드 입력으로 재현하는 메모리 퍼즐. 라운드 상승에 따른 길이·속도 증가, 라이프·콤보·최고 기록 저장 지원."
puzzle,listed,Echo Navigator,echo-navigator,https://games.eastsea.xyz/echo-navigator/,"sonar, exploration, sound, maze",Navigate dark chambers using sonar pulses. Sound reveals terrain — find the exit before echoes run out.
puzzle,listed,Emoji Match - Memory Game,emoji-match,https://games.eastsea.xyz/emoji-match/,"puzzle, brain, logic",
puzzle,listed,Ferrofluid Sculptor Lab — 페로플루이드 스컬프터 랩,ferrofluid-sculptor-lab,https://games.eastsea.xyz/ferrofluid-sculptor-lab/,"puzzle, brain, logic","5x5 자성 격자의 강도를 조절해 목표 실루엣을 복원하는 패턴 조각 퍼즐. 화살표/터치 입력, move budget 압박, 최고 stage·score 저장 지원."
puzzle,listed,Flow Connect - 플로우 커넥트,flow-connect,https://games.eastsea.xyz/flow-connect/,"puzzle, brain, logic",Flow Connect - 플로우 커넥트 — 브라우저에서 바로 플레이!
puzzle,listed,Frostbite Freight Fix — 프로스트바이트 프레이트 픽스,frostbite-freight-fix,https://games.eastsea.xyz/frostbite-freight-fix/,"puzzle, brain, logic","얼음 격자에서 드론을 미끄러뜨려 화물 상자를 목표 도크에 배치하는 슬라이드 물류 퍼즐. 방향키/터치 패드, 스테이지 리셋, 최고 클리어 단계·효율 점수 저장 지원."
puzzle,listed,Gear Train — 기어 비율 로직 퍼즐,gear-train,https://games.eastsea.xyz/gear-train/,"puzzle, brain, logic",중간 기어(8/12/16 teeth)를 배치해 출력 기어의 방향과 RPM을 맞추는 6레벨 메카닉 퍼즐. 터치/키보드 배치와 속도 계산 HUD 제공.
puzzle,listed,Gem Merge 2048 - 젬 머지 2048,gem-merge-2048,https://games.eastsea.xyz/gem-merge-2048/,"puzzle, brain, logic",Gem Merge 2048 - 젬 머지 2048 — 브라우저에서 바로 플레이!
puzzle,listed,Glyph Lantern Keeper — 글리프 랜턴 키퍼,glyph-lantern-keeper,https://games.eastsea.xyz/glyph-lantern-keeper/,"puzzle, brain, logic",4개의 등불 문양 시퀀스를 기억해 A/S/D/F 또는 터치로 재현하는 메모리-리듬 퍼즐. 라운드 확장과 콤보 기반 점수 경쟁 지원.
puzzle,listed,Glyph Vat Calibrator — 글리프 밧 캘리브레이터,glyph-vat-calibrator,https://games.eastsea.xyz/glyph-vat-calibrator/,"puzzle, brain, logic","5x5 배양 매트릭스에서 선택 셀+인접 셀을 토글해 목표 글리프 패턴을 맞추는 논리 퍼즐. 터치/키보드 조작, Web Audio 피드백, 최고 스테이지 저장 지원."
puzzle,listed,Gravity Shift — 중력 전환 블록 퍼즐,gravity-shift,https://games.eastsea.xyz/gravity-shift/,"puzzle, gravity, retro, 8bit, chain",화살표키로 중력 방향을 전환하면 8x10 그리드의 블록이 해당 벽으로 쏠린다. 3개 이상 같은 색이 연결되면 소거 — 연쇄 클리어로 체인 배율 획득. 레트로 8비트 팔레트. 스와이프 지원.
puzzle,listed,Hex Collapse,hex-collapse,https://games.eastsea.xyz/hex-collapse/,"puzzle, brain, logic",Hex Collapse — 브라우저에서 바로 플레이!
puzzle,listed,Hex Drop Puzzle,hex-drop,https://games.eastsea.xyz/hex-drop/,"puzzle, brain, logic",
puzzle,listed,Holo Thread Untangler — 홀로 스레드 언탱글러,holo-thread-untangler,https://games.eastsea.xyz/holo-thread-untangler/,"puzzle, brain, logic",노드를 드래그/키보드로 이동해 교차선을 0으로 만드는 6레벨 네트워크 퍼즐. 실시간 교차 계산과 최고 레벨 저장 제공.
puzzle,listed,Ice Slider - Puzzle Game,ice-slider,https://games.eastsea.xyz/ice-slider/,"puzzle, brain, logic",
puzzle,listed,Ink Flow — 수묵 경로 퍼즐,ink-flow,https://games.eastsea.xyz/ink-flow/,"puzzle, brain, logic",소스에서 목표까지 먹물 경로를 그리고 게이트를 모두 통과시키는 6레벨 수묵 퍼즐. 터치 드래그/키보드 경로 입력 및 localStorage 진행 저장.
puzzle,listed,Kintsugi Circuit — 긴츠기 서킷,kintsugi-circuit,https://games.eastsea.xyz/kintsugi-circuit/,"puzzle, brain, logic",깨진 회로 타일을 회전시켜 Source에서 Sink까지 전류를 연결하는 금빛 균열 테마의 복원 퍼즐.
puzzle,listed,Laser Maze Escape,laser-maze-escape,https://games.eastsea.xyz/laser-maze-escape/,"puzzle, thinking, logic",
puzzle,listed,Laser Reflect Puzzle,laser-reflect,https://games.eastsea.xyz/laser-reflect/,"puzzle, brain, logic",
puzzle,listed,Lattice Echo Assembler — 래티스 에코 어셈블러,lattice-echo-assembler,https://games.eastsea.xyz/lattice-echo-assembler/,"puzzle, brain, logic",5x5 격자에서 커서 위치의 행/열 펄스를 반전해 목표 파형을 맞추는 논리 퍼즐. 터치·키보드 동시 조작과 최고 스테이지 저장 제공.
puzzle,listed,Lighthouse Lens Labyrinth — 라이트하우스 렌즈 라비린스,lighthouse-lens-labyrinth,https://games.eastsea.xyz/lighthouse-lens-labyrinth/,"puzzle, brain, logic","거울 타일을 회전해 등대 광선을 모든 부표 타겟으로 연결하는 5스테이지 광학 퍼즐. 터치/키보드 회전, 점수·최고 스테이지 저장 지원."
puzzle,listed,Lumen Weave Atelier — 루멘 위브 아틀리에,lumen-weave-atelier,https://games.eastsea.xyz/lumen-weave-atelier/,"puzzle, brain, logic",3x3 직조판 셀 색상을 순환시켜 목표 패턴과 일치시키는 타임어택 퍼즐. 화살표/터치 입력과 스테이지 보너스 점수 지원.
puzzle,listed,Lunar Terrace Irrigator — 루나 테라스 이리게이터,lunar-terrace-irrigator,https://games.eastsea.xyz/lunar-terrace-irrigator/,"puzzle, brain, logic",타일 회전으로 시작 지점부터 목표 분화구까지 물길을 연결하는 5x5 배수로 퍼즐. 키보드/터치 동시 조작과 최고 스테이지 저장 제공.
puzzle,listed,Magnet Maze — 자석 극성 미로 탈출,magnet-maze,https://games.eastsea.xyz/magnet-maze/,"puzzle, brain, logic",N/S 극성을 전환해 자석의 흡인·반발을 활용하며 출구를 찾는 6레벨 미로 퍼즐.
puzzle,listed,Match 3D Zen,match-3d-zen,https://games.eastsea.xyz/match-3d-zen/,"puzzle, brain, logic",
puzzle,listed,Memory Cards,memory-cards,https://games.eastsea.xyz/memory-cards/,"puzzle, brain, logic",Memory Cards — 브라우저에서 바로 플레이!
puzzle,listed,Mirror Garden — 미러 가든,mirror-garden,https://games.eastsea.xyz/mirror-garden/,"puzzle, mirror, symmetry, pastel, watercolor",타일 하나를 탭하면 4개 방향이 동시에 색상 변경되는 Mirror Plant 고유 메카닉. 제한된 이동 횟수 안에 수채화 팔레트 대칭 패턴을 완성하는 전략 퍼즐. 5레벨 파스텔 수채화 팔레트.
puzzle,listed,Mirror Vault Heist — 미러 볼트 하이스트,mirror-vault-heist,https://games.eastsea.xyz/mirror-vault-heist/,"puzzle, brain, logic",대칭 이동하는 플레이어/미러 아바타를 동기 제어해 데이터 키를 회수하고 레이저 보안을 돌파하는 6스테이지 퍼즐 스텔스.
puzzle,listed,Monster Merge Arena - 몬스터 합성 배틀,monster-merge-arena,https://games.eastsea.xyz/monster-merge-arena/,"puzzle, brain, logic",
puzzle,listed,Morse Signal School — 모스 시그널 스쿨,morse-signal-school,https://games.eastsea.xyz/morse-signal-school/,"education, learning, quiz","모스 음향 신호를 해독해 문자를 맞추는 6레슨 교육형 리듬 퍼즐. 터치/키보드 입력, 콤보 점수, 최고 기록 저장 지원."
puzzle,listed,Mystic Merge TD,mystic-merge-td,https://games.eastsea.xyz/mystic-merge-td/,"puzzle, brain, logic",
puzzle,listed,Nebula Noise Cartographer — 네뷸라 노이즈 카토그래퍼,nebula-noise-cartographer,https://games.eastsea.xyz/nebula-noise-cartographer/,"puzzle, brain, logic","성운 노이즈 패턴을 듣고 4패드 입력으로 재현하는 오디오 메모리 퍼즐. 라운드 확장, 터치/키보드, Web Audio, 최고 라운드 저장 지원."
puzzle,listed,Nonogram,nonogram,https://games.eastsea.xyz/nonogram/,"puzzle, brain, logic",
puzzle,listed,Origami Rescue Grid — 오리가미 레스큐 그리드,origami-rescue-grid,https://games.eastsea.xyz/origami-rescue-grid/,"puzzle, brain, logic",화살표 타일을 회전해 종이 새를 출구까지 유도하는 6레벨 경로 퍼즐. 커서 조작/터치 회전과 경로 시뮬레이션 실행을 결합한 구조 복구 플레이.
puzzle,listed,Parity Lens Workshop — 패리티 렌즈 워크숍,parity-lens-workshop,https://games.eastsea.xyz/parity-lens-workshop/,"puzzle, brain, logic","5x5 렌즈 보드에서 선택 셀의 행/열 파리티를 반전해 목표 패턴을 맞추는 논리 퍼즐. 화살표·스페이스와 터치 입력, 최고 스테이지 localStorage 저장 지원."
puzzle,listed,Pixel Alchemist — 색상 조합 퍼즐,pixel-alchemist,https://games.eastsea.xyz/pixel-alchemist/,"puzzle, brain, logic",RGB 3원색을 정밀하게 조합해 타겟 색상에 근접하는 퍼즐. 정확도 점수와 최고 기록 저장 지원.
puzzle,listed,Prime Orbit Academy — 프라임 오빗 아카데미,prime-orbit-academy,https://games.eastsea.xyz/prime-orbit-academy/,"education, learning, quiz","소수/합성수 타깃 모드를 전환하며 낙하 숫자 포드를 분류하는 학습형 아케이드. 4레인 입력, 실시간 속도 상승, 최고 점수 저장 지원."
puzzle,listed,Prism Break — 빛 굴절 퍼즐,prism-break,https://games.eastsea.xyz/prism-break/,"puzzle, light, color, casual, strategy","빛 줄기를 거울과 프리즘으로 굴절시켜 색상 목표에 연결하는 5레벨 퍼즐 게임. 프리즘은 흰빛을 RGB로 분리, 광선 합성으로 새 색상 생성. 파스텔 팔레트."
puzzle,listed,Prism Split — 프리즘 분광 퍼즐,prism-split,https://games.eastsea.xyz/prism-split/,"puzzle, brain, logic",백색광을 RGB로 분광하고 미러 반사각을 조절해 색상 타겟을 맞추는 6레벨 광학 퍼즐.
puzzle,listed,Puzzle Rogue Dungeon,puzzle-rogue,https://games.eastsea.xyz/puzzle-rogue/,"puzzle, brain, logic",
puzzle,listed,Quantum Bounce — 양자 관측 반사 퍼즐,quantum-bounce,https://games.eastsea.xyz/quantum-bounce/,"puzzle, brain, logic",관측(Observe) 중에만 공이 실체화되어 벽에 반사되는 8레벨 양자 퍼즐. 터치 드래그 조준·키보드 홀드 관측·최고 레벨 저장 지원.
puzzle,listed,Quantum Fold,quantum-fold,https://games.eastsea.xyz/quantum-fold/,"origami, folding, spatial, paper",Fold 2D paper shapes to match target silhouettes. A minimalist origami puzzle game.
puzzle,listed,Quantum Quilt Cascade — 퀀텀 퀼트 캐스케이드,quantum-quilt-cascade,https://games.eastsea.xyz/quantum-quilt-cascade/,"puzzle, brain, logic","6x6 퀼트 보드에서 셀 파장 반전으로 목표 패턴을 맞추는 논리 퍼즐. 키보드·터치 조작, 힌트/셔플, 최고 라운드 localStorage 저장 지원."
puzzle,listed,Rune Resonance Smithy — 룬 레조넌스 스미시,rune-resonance-smithy,https://games.eastsea.xyz/rune-resonance-smithy/,"puzzle, brain, logic","4x4 룬 매트릭스의 행/열을 회전해 목표 공명 패턴을 복원하는 논리 퍼즐. 1~4/QWER 및 터치 버튼 동시 지원, 최고 스테이지 localStorage 저장."
puzzle,listed,Saffron Vault Alchemist — 사프란 볼트 알케미스트,saffron-vault-alchemist,https://games.eastsea.xyz/saffron-vault-alchemist/,"puzzle, brain, logic","3개 시약 채널 값을 조절해 목표 공식을 맞추는 배합 퍼즐. 라운드별 제한 시간/시도 횟수, 키보드·터치 입력, 최고 라운드 점수 저장 제공."
puzzle,listed,Seismograph Scribe — 세이스모그래프 스크라이브,seismograph-scribe,https://games.eastsea.xyz/seismograph-scribe/,"puzzle, brain, logic",이동하는 지진파 중심선을 따라 커서를 유지해 정확도·콤보를 쌓는 신호 추적 퍼즐. 75초 세션과 최고 기록 저장 지원.
puzzle,listed,Sigil Spin Vault — 시질 스핀 볼트,sigil-spin-vault,https://games.eastsea.xyz/sigil-spin-vault/,"puzzle, brain, logic",3중 링을 회전해 목표 문양 조합을 정렬하고 lock을 해제하는 타임·무브 압박 퍼즐. 키보드/터치 동시 조작과 최고 stage 저장 지원.
puzzle,listed,Signal Scramble — 신호 해독 퍼즐,signal-scramble,https://games.eastsea.xyz/signal-scramble/,"puzzle, brain, logic","노이즈가 섞인 3개 채널에서 반복 패턴을 찾아내는 신호 해독 퍼즐. 1/2/3 키와 터치 입력 지원, 난이도 점진 상승."
puzzle,listed,Simon Says,simon-says,https://games.eastsea.xyz/simon-says/,"puzzle, brain, logic",Simon Says — 브라우저에서 바로 플레이!
puzzle,listed,Slide Puzzle 15 - 숫자 슬라이드 퍼즐,slide-puzzle-15,https://games.eastsea.xyz/slide-puzzle-15/,"puzzle, brain, logic",Slide Puzzle 15 - 숫자 슬라이드 퍼즐 — 브라우저에서 바로 플레이!
puzzle,listed,Sokoban Puzzle,sokoban-puzzle,https://games.eastsea.xyz/sokoban-puzzle/,"puzzle, brain, logic",
puzzle,listed,Sudoku Generator — Classic Number Puzzle,sudoku-generator,https://games.eastsea.xyz/sudoku-generator/,"puzzle, brain, logic",
puzzle,listed,Sudoku Zen,sudoku-zen,https://games.eastsea.xyz/sudoku-zen/,"puzzle, brain, logic",
puzzle,listed,Tap Away Puzzle,tap-away,https://games.eastsea.xyz/tap-away/,"puzzle, brain, logic",
puzzle,listed,Tidal Choir Router — 타이달 콰이어 라우터,tidal-choir-router,https://games.eastsea.xyz/tidal-choir-router/,"puzzle, brain, logic","6x6 라우터 타일을 회전해 소스 파도를 모든 합창 타워로 연결하는 퍼즐. 터치/키보드, Web Audio, 최고 라운드 저장 지원."
puzzle,listed,Tidal Signal Cartographer — 타이달 시그널 카토그래퍼,tidal-signal-cartographer,https://games.eastsea.xyz/tidal-signal-cartographer/,"puzzle, brain, logic","5x5 해도 격자에서 신호 경로를 기억·재구성해 라운드를 확장하는 퍼즐. 터치/키보드, Web Audio, 최고 라운드 저장 지원."
puzzle,listed,Tile Flip — 양면 타일 뒤집기 전략,tile-flip,https://games.eastsea.xyz/tile-flip/,"puzzle, brain, logic",
puzzle,listed,Timeline Switchyard — 타임라인 스위치야드,timeline-switchyard,https://games.eastsea.xyz/timeline-switchyard/,"puzzle, brain, logic",Past/Future 타임라인을 전환하며 벽 배치를 바꿔 오브를 회수하고 출구를 찾는 6레벨 그리드 퍼즐.
puzzle,listed,Vault Echo Cartographer — 볼트 에코 카토그래퍼,vault-echo-cartographer,https://games.eastsea.xyz/vault-echo-cartographer/,"puzzle, brain, logic","재생된 에코 경로를 기억해 격자 입력으로 복원하는 오디오-메모리 매핑 퍼즐. 화살표/터치 입력, 오답 제한, 최고 단계·점수 저장 지원."
puzzle,listed,Vortex Forge — 보텍스 포지,vortex-forge,https://games.eastsea.xyz/vortex-forge/,"puzzle, timing, forge, alchemy, arcade",용광로 와류 속 금속 재료(철·구리·탄소·주석·금·보석)를 회전시키며 레시피에 맞는 두 재료가 단조 존에 정렬될 때 FORGE 타이밍으로 합금을 제련하는 아케이드 퍼즐.
puzzle,listed,Word Scramble,word-scramble,https://games.eastsea.xyz/word-scramble/,"puzzle, brain, logic",Word Scramble — 브라우저에서 바로 플레이!
puzzle,listed,머지 슬라임 - Merge Slime,merge-slime,https://games.eastsea.xyz/merge-slime/,"puzzle, brain, logic",
rhythm,listed,Cathedral Bell Conductor — 캐서드럴 벨 컨덕터,cathedral-bell-conductor,https://games.eastsea.xyz/cathedral-bell-conductor/,"rhythm, music, timing","4레인 종 타이밍 신호를 A/S/D/F 또는 터치로 맞추는 리듬 아케이드. Perfect/Good 판정, 콤보 배율, miss 관리와 최고 기록 저장 제공."
rhythm,listed,Crystal Echo Luthier — 크리스털 에코 루시어,crystal-echo-luthier,https://games.eastsea.xyz/crystal-echo-luthier/,"rhythm, music, timing",4개 크리스털 현 시퀀스를 듣고 A/S/D/F 또는 터치 패드로 재현하는 리듬-메모리 아케이드. 콤보·타이머·라이프 기반 라운드 진행과 최고 기록 저장 지원.
rhythm,listed,Sonic Loom Switchyard — 소닉 룸 스위치야드,sonic-loom-switchyard,https://games.eastsea.xyz/sonic-loom-switchyard/,"rhythm, music, timing","4개 레인의 비트 신호를 스위치 전환으로 게이트에 라우팅하는 리듬 퍼즐. Perfect/Good 판정, 체인 배율, 최고 점수 localStorage 저장 지원."
rhythm,listed,Tempo Smelter Director — 템포 스멜터 디렉터,tempo-smelter-director,https://games.eastsea.xyz/tempo-smelter-director/,"rhythm, music, timing","좌·중·우 용광로 라인에 떨어지는 비트를 타이밍 입력으로 처리해 과열을 막는 리듬 아케이드. 미스 시 heat 상승, 최고 점수 저장, 터치/키보드 동시 지원."
rhythm,listed,Tempo Tiles — BPM 러시 리듬 타일,tempo-tiles,https://games.eastsea.xyz/tempo-tiles/,"rhythm, music, timing",4레인 리듬 타일 무한 모드. BPM이 점진 상승하며 정확도·콤보·체력 기반으로 점수를 겨루는 터치/키보드 아케이드.
sim,listed,Ant Colony Tycoon - 개미 왕국 타이쿤,ant-colony-tycoon,https://games.eastsea.xyz/ant-colony-tycoon/,"simulation, management, strategy",
sim,listed,Auric Pollen Panic — 오릭 폴렌 패닉,auric-pollen-panic,https://games.eastsea.xyz/auric-pollen-panic/,"simulation, management, strategy","3개 생태 구역의 수분·꽃가루·병해를 액션으로 관리해 Hive를 지키는 운영 시뮬레이션. 1/2/3 + Q/W/E 및 터치 입력, Web Audio, 최고 점수 저장 지원."
sim,listed,Biome Shield Director — 바이옴 실드 디렉터,biome-shield-director,https://games.eastsea.xyz/biome-shield-director/,"simulation, management, strategy","3개 바이옴 돔의 온도·수분·방사선을 실시간 액션으로 안정화하는 운영 시뮬레이션. Q/W/E·터치 패널 입력, 최고 점수 저장 지원."
sim,listed,Bonsai Windkeeper — 분재 윈드키퍼,bonsai-windkeeper,https://games.eastsea.xyz/bonsai-windkeeper/,"simulation, management, strategy",세 분재의 수분·바람·광량 균형을 맞춰 vitality를 지키는 마이크로클라이밋 운영 시뮬레이션. 라운드 생존 기록 경쟁 지원.
sim,listed,Bounty Board - Idle Guild Management,bounty-board,https://games.eastsea.xyz/bounty-board/,"simulation, management, strategy",
sim,listed,Cloud Harvest Director — 클라우드 하비스트 디렉터,cloud-harvest-director,https://games.eastsea.xyz/cloud-harvest-director/,"simulation, management, strategy","응결·저수·분배 3개 채널을 실시간으로 조절해 수요 파동을 버티는 운영 시뮬레이션. 1/2/3 + Q/W/E 및 터치 입력, Web Audio, 최고 점수 저장 지원."
sim,listed,Cosmic Colony Idle - 우주 식민지 방치형,cosmic-colony-idle,https://games.eastsea.xyz/cosmic-colony-idle/,"simulation, management, strategy",
sim,listed,Dungeon Mine Tycoon - 던전 광산 타이쿤,dungeon-mine-tycoon,https://games.eastsea.xyz/dungeon-mine-tycoon/,"simulation, management, strategy",
sim,listed,Elemental Heroes Idle / 원소 영웅 방치형,elemental-heroes-idle,https://games.eastsea.xyz/elemental-heroes-idle/,"simulation, management, strategy",
sim,listed,Fishing Empire Idle,fishing-empire-idle,https://games.eastsea.xyz/fishing-empire-idle/,"simulation, management, strategy",
sim,listed,Foglift Freight Signal — 포그리프트 프레이트 시그널,foglift-freight-signal,https://games.eastsea.xyz/foglift-freight-signal/,"simulation, management, strategy",도착 화물을 COLD/FRAGILE/HEAVY/BIO 규칙 레인으로 분류하고 ECO/EXPRESS 모드를 전환해 콤보를 유지하는 항만 신호 시뮬레이션.
sim,listed,Fractal Forest — 프랙탈 가지치기,fractal-forest,https://games.eastsea.xyz/fractal-forest/,"simulation, management, strategy",L-system 기반 트리에서 가지치기로 목표 실루엣을 맞추는 6레벨 성장 시뮬 퍼즐. Undo/Reset 및 매칭률 HUD 제공.
sim,listed,Greenhouse Nightshift — 온실 나이트시프트,greenhouse-nightshift,https://games.eastsea.xyz/greenhouse-nightshift/,"simulation, management, strategy",히터·미스트·팬 출력을 조절해 온도/습도/CO₂를 목표 구간에 유지하는 6교대 온실 운영 시뮬레이션.
sim,listed,Gridshift Overseer — 전력망 오퍼레이터,gridshift-overseer,https://games.eastsea.xyz/gridshift-overseer/,"simulation, management, strategy",5기 발전기의 가동/냉각을 관리해 수요-공급 밸런스를 유지하는 무한 전력 시뮬레이션. 과열 트립과 정전을 통제하라.
sim,listed,Harbor Harmonics Dispatch — 하버 하모닉스 디스패치,harbor-harmonics-dispatch,https://games.eastsea.xyz/harbor-harmonics-dispatch/,"simulation, management, strategy","화물·전력·신뢰 3개 항만 채널을 실시간 Dispatch 액션으로 안정화해 90초 교대 근무를 버티는 운영 시뮬레이션. 터치/키보드 입력, Web Audio, 최고 점수 저장 지원."
sim,listed,Hologram Habitat Triage — 홀로그램 해비타트 트리아지,hologram-habitat-triage,https://games.eastsea.xyz/hologram-habitat-triage/,"simulation, management, strategy",4개 거주 모듈의 Oxygen/Heat/Stress를 실시간 안정화해 붕괴를 막는 운영 시뮬레이션. 키보드·터치 조작과 최고 점수 localStorage 저장 제공.
sim,listed,Idle Factory Empire,idle-factory-empire,https://games.eastsea.xyz/idle-factory-empire/,"simulation, management, strategy",
sim,listed,Idle Hero ⚔️,idle-hero,https://games.eastsea.xyz/idle-hero/,"simulation, management, strategy",
sim,listed,Micro Factory,micro-factory,https://games.eastsea.xyz/micro-factory/,"simulation, management, strategy",
sim,listed,Midnight Market Idle — 미드나이트 마켓 아이들,midnight-market-idle,https://games.eastsea.xyz/midnight-market-idle/,"simulation, management, idle","야시장 3개 라인을 운영하며 자동 수익과 수동 버스트를 결합해 성장하는 매니지먼트/방치형 하이브리드. 터치/키보드, Web Audio, 오프라인 수익 저장 지원."
sim,listed,Moonwell Microgrid Warden — 문웰 마이크로그리드 워든,moonwell-microgrid-warden,https://games.eastsea.xyz/moonwell-microgrid-warden/,"simulation, management, strategy",3개 지구를 선택해 Charge/Cool/Route/Support 운영 액션을 배분하며 Energy·Heat·Morale 붕괴를 막는 실시간 마이크로그리드 시뮬레이션.
sim,listed,Mycelium Signal Lab — 마이셀리움 시그널 랩,mycelium-signal-lab,https://games.eastsea.xyz/mycelium-signal-lab/,"simulation, management, strategy",3개 균사 구역의 수분·당분·전도도를 조절해 네트워크 안정도를 유지하는 실시간 바이오 시뮬레이션.
sim,listed,Nano Factory - 나노 팩토리,nano-factory,https://games.eastsea.xyz/nano-factory/,"simulation, management, strategy",
sim,listed,Orbit Weaver — 행성 궤도 설계,orbit-weaver,https://games.eastsea.xyz/orbit-weaver/,"simulation, management, strategy",중력 시뮬레이션으로 발사 벡터를 조절해 위성을 안정 궤도에 올리는 물리 퍼즐. 드래그/키보드 벡터 입력 지원.
sim,listed,Pixel Defense Tycoon,pixel-defense,https://games.eastsea.xyz/pixel-defense/,"simulation, management, strategy",
sim,listed,Planet Factory,planet-factory,https://games.eastsea.xyz/planet-factory/,"simulation, management, strategy",
sim,listed,Potion Craft Tycoon - 포션 조합 타이쿤,potion-craft-tycoon,https://games.eastsea.xyz/potion-craft-tycoon/,"simulation, management, strategy",
sim,listed,Quantum Kimchi Courier — 퀀텀 김치 코리어,quantum-kimchi-courier,https://games.eastsea.xyz/quantum-kimchi-courier/,"simulation, management, strategy","발효·포장·배송 3개 구역을 실시간으로 배분해 주문 파동을 버티는 운영 시뮬레이션. 1/2/3 + Q/W/E 및 터치 입력, Web Audio, 최고 수익 저장 지원."
